Chromosome	Start	Stop	Strand	Gene Symbol	CO09_D1	CO05_D1	CO25_D1X	CO35_D1	CO40_D1	CO13_D1B	CO19_D1	CO37_D1	CO01_D1	CO11_D1	CO17_D1	CO22_D1	CO30_D1B	CO10_D1
2	227867432	228028922	-	COL4A4	1.07807	0.135599	0.704596	0.508373	0.257311	0.00042644	0.0443445	0.166565	0.069346	0.179697	0.618787	0.375814	0.00042644	5.26146
9	137533649	137736689	+	COL5A1	5.87951e-05	1.2432	0.0382688	0.0420784	0.0243355	0.0246879	0.000170082	0.0118311	0.0297463	0.0254873	0.000279605	0.00802202	0.0160326	5.87951e-05
2	189896624	190044488	-	COL5A2	0.0694968	0.106541	0.0687835	0.0458928	0.0655793	0.0604927	0.000104037	0.17492	1.80923	0.0229587	0.0338568	0.0431392	0.0262106	9.612e-05
19	10070237	10121181	-	COL5A3	0.0310952	0.0166886	0.317913	0.0137117	0.326394	0.0480769	0.000174469	0.000137197	0.667633	0.227951	0.094917	0.0307733	0.124634	5.73168e-05
21	47518026	47552763	+	COL6A2	0.181341	0.298819	0.74265	0.170958	0.217886	0.390611	0.278306	0.511123	0.315347	0.633826	0.456782	0.131306	0.311833	0.604262
2	238232655	238322851	-	COL6A3	9.65807	7.3079	0.492589	2.17277	5.65993	2.05888	2.48693	2.67352	1.49304	1.09886	0.870979	12.4789	0.165289	3.72015
3	48601506	48632594	-	COL7A1	5.59295	0.0726136	0.0673649	0.158389	0.240713	0.741878	0.161358	0.0935047	0.141478	0.156893	0.13797	0.0422319	0.541368	0.000221313
1	36560840	36590824	-	COL8A2	2.01917	0.513785	1.22423	0.533028	0.253372	0.92048	3.33817	1.87086	0.326591	0.593878	1.25225	0.96343	1.08544	1.15408
1	40766161	40782959	-	COL9A2	6.49683	1.16853	0.394281	0.246086	0.250622	2.40113	2.44026	0.945978	0.404294	0.194464	0.139067	0.585623	0.771675	0.326357
20	61448402	61472512	+	COL9A3	0.485586	0.245757	1.2901	0.668707	0.28387	0.551191	0.610702	0.670521	0.535461	0.343564	1.37276	0.783586	0.746733	0.457535
11	111164114	111175774	-	COLCA1	0.144011	0.00482854	0.253931	0.000113884	0.000474186	0.310202	0.756128	0.235058	8.78083e-05	0.000474186	0.00688143	0.000474186	0.0619954	0.000113884
19	17666458	17693967	+	COLGALT1	39.8931	8.85772	13.7111	31.2358	11.5003	10.8409	42.9904	14.9367	18.4687	16.1474	19.3867	10.1608	31.509	41.7323
1	183898796	184006863	-	COLGALT2	0.0581093	0.489273	0.888216	0.000107111	0.0364722	0.0449755	9.33612e-05	0.229868	0.600785	0.190778	0.0608768	0.107776	0.785821	0.000107111
3	15491640	15563214	-	COLQ	0.789691	1.57061	1.9118	0.446709	0.828532	0.174617	0.302547	0.402242	0.818219	0.520728	0.466993	1.38866	0.509435	0.971625
2	62115526	62368321	+	COMMD1	2.03833	2.08691	3.60091	2.28947	1.8753	1.57679	1.33748	1.95272	3.04005	1.16165	2.02801	2.40565	1.7407	2.60264
5	115420722	115628988	+	COMMD10	5.23792	5.40848	4.10929	9.51162	4.48246	5.0953	8.33563	4.21016	5.35613	2.64651	2.38066	2.89851	8.03195	6.53234
3	149456257	149470287	-	COMMD2	3.87993	6.98701	6.10622	16.8812	4.9931	6.60663	10.9118	7.93929	7.82156	7.5269	5.89714	5.98123	15.8575	9.8069
10	22605317	22609235	+	COMMD3	0.863755	1.89711	2.46191	4.91215	1.99398	1.78906	3.14392	1.90119	1.58277	1.53385	2.00985	1.98307	4.2941	1.6946
10	22605312	22620415	+	COMMD3-BMI1	4.39414	7.48943	5.25295	12.4485	5.94768	9.1399	12.3955	8.53985	7.11215	6.77695	5.04001	4.84134	13.3709	10.9162
15	75628404	75635568	+	COMMD4	0.816195	1.23552	1.17903	1.09924	0.796734	0.993894	1.04666	0.786009	0.931769	1.31232	0.814824	1.0495	1.11814	0.942026
15	78230563	78236904	-	COMMD4P1	0.123571	0.0456903	0.0543484	0.0175387	0.183389	0.0290027	0.000821411	0.16321	1.58235	0.0910855	0.30473	0.154379	0.0377686	0.0256551
8	146075551	146078942	-	COMMD5	1.73845	1.35487	1.13654	2.91891	2.39509	1.22154	1.72718	1.53434	2.14525	1.74069	1.72985	1.15667	2.87824	1.48122
13	76099350	76123576	-	COMMD6	3.5771	5.8094	5.37918	16.4515	5.79127	5.36647	10.0508	5.46465	5.33417	5.87681	5.28857	5.22974	11.1758	5.96302
20	31290493	31331815	-	COMMD7	6.86517	5.5316	5.33211	8.26533	3.86713	3.23795	10.52	3.54237	3.52411	4.23916	3.24261	4.40051	7.30233	6.23758
4	47452806	47465748	-	COMMD8	2.48968	2.33889	2.46542	8.85927	1.86366	2.07573	5.40614	3.30794	2.99577	2.4084	2.58269	2.44998	9.49292	2.42872
11	36293842	36310975	-	COMMD9	7.93268	4.04776	4.78658	7.80152	3.57316	5.63301	8.36665	5.64215	5.43177	4.2385	4.38992	3.2542	6.98412	5.71848
22	19929295	19957499	+	COMT	5.37346	3.44641	3.32066	6.95684	3.22474	2.98202	5.21822	2.82523	4.2565	2.88332	2.61367	2.79176	5.01092	4.1624
10	76993399	76995716	-	COMTD1	0.159744	0.133955	0.318825	0.232997	0.121618	0.0195523	0.225712	0.0590653	0.0749041	0.0849396	0.109264	0.133229	0.202461	0.252253
1	175913962	176176423	-	COP1	90.5809	38.5324	37.0891	134.299	61.6606	44.9557	106.517	56.3015	76.5275	52.6666	63.1576	43.0845	154.982	70.7814
1	160258384	160313041	-	COPA	60.4472	43.4522	49.266	102.374	50.0107	43.9179	89.4708	55.0146	64.9196	50.014	59.4633	50.0579	113.028	83.7045
11	14479049	14521442	-	COPB1	26.2884	29.5651	28.8913	66.6178	29.0683	24.0231	60.3945	41.5209	28.5803	33.0574	32.9894	25.7728	62.7307	46.9025
3	139076249	139108523	-	COPB2	26.2413	27.7542	29.0714	50.9239	31.0064	26.9487	50.9183	35.2311	28.2945	37.8644	36.2676	26.7328	54.8815	39.863
19	19010323	19030197	-	COPE	10.7395	6.90537	8.01373	12.5531	6.94041	6.7878	12.292	7.32883	9.3912	7.75154	8.12049	7.45215	14.8538	10.5333
3	128968449	128996617	+	COPG1	33.2245	18.5962	19.1844	19.3473	21.964	22.1961	26.5726	26.3416	22.6198	25.9623	28.1608	21.7786	27.6325	22.4661
7	130146080	130353599	-	COPG2	2.40889	1.09184	1.73526	3.20079	1.12372	1.5212	4.37226	2.60599	1.85818	1.26415	1.62885	0.656601	4.73554	3.38731
17	30178891	30186264	-	COPRS	0.294884	0.320816	0.359142	0.867928	0.355071	0.23691	0.535066	0.160086	0.276953	0.194839	0.196257	0.250086	0.614414	0.22691
15	49414924	49447797	-	COPS2	20.5711	20.1942	23.972	57.4643	21.544	23.5187	28.3137	22.5501	39.1639	19.4846	22.1506	18.6493	37.3047	39.4796
17	17149930	17184618	-	COPS3	7.82809	8.01876	12.166	31.3987	17.214	14.4857	16.8703	7.26066	20.5218	8.53262	14.4289	11.0984	24.6171	25.445
4	83956336	83996972	+	COPS4	3.598	5.33728	5.91147	7.59322	5.43006	2.71276	5.4414	3.82063	3.59708	3.21717	3.76794	4.59676	6.83792	3.34447
8	67955315	67974369	-	COPS5	5.8284	5.26408	4.86295	13.68	6.30775	6.96543	9.75371	6.76204	6.49369	5.36944	5.97484	4.98127	11.9768	4.79986
7	99686592	99689811	+	COPS6	4.62493	3.8621	4.81475	7.09794	4.06377	4.10793	6.6179	3.79189	4.20899	4.85183	3.98913	2.58815	6.64368	4.57065
12	6833212	6841031	+	COPS7A	5.41106	3.013	3.1294	6.32118	3.30537	2.82234	5.58984	4.03198	4.18929	3.7468	3.88763	3.00505	6.87034	4.00111
2	232646381	232673964	+	COPS7B	1.85801	1.44231	1.50189	1.96889	1.90908	1.60516	1.73312	1.40035	1.59716	1.54043	1.66738	1.45008	1.71469	1.26609
2	237994084	238009118	+	COPS8	4.01524	3.92362	4.47316	8.24867	3.43452	3.03281	6.40484	3.61217	3.79539	2.73798	2.95404	3.01008	7.46876	3.88348
2	241065980	241075765	-	COPS9	0.919678	0.775633	1.1421	1.31084	0.538331	0.583397	1.42225	0.558255	0.486537	0.580928	0.609924	0.772009	1.45803	0.388429
12	54718915	54745630	+	COPZ1	13.3793	11.3426	13.7509	39.5312	12.036	11.4422	21.5429	10.5319	17.7571	10.4138	11.5892	10.9139	24.644	19.1909
12	56660726	56664751	+	COQ10A	0.108774	0.151856	0.240984	0.229558	0.275678	0.403563	0.226852	0.208182	0.274526	0.342195	0.162519	0.0202176	0.294491	0.32615
2	198318147	198340034	+	COQ10B	9.08641	15.4075	11.3605	26.7814	18.773	12.7681	20.2129	16.8954	13.7853	16.5191	15.0656	13.7915	32.4249	12.8641
4	84184977	84206288	-	COQ2	3.7766	2.50607	3.00063	10.1373	4.71162	1.91259	7.48568	3.22272	3.51125	3.61044	4.71401	2.91605	7.68335	6.29558
6	99817277	99842072	-	COQ3	0.550639	0.228426	0.196676	0.503125	0.220582	0.344084	0.555063	0.214148	0.207624	0.41581	0.325903	0.391427	0.191336	0.247198
9	131085118	131096352	+	COQ4	1.34558	0.610947	0.670038	1.05106	0.628958	0.892246	0.207147	0.333953	0.17154	0.562707	0.506256	0.671807	1.23999	0.000152116
12	120941082	120966962	-	COQ5	1.91913	2.66161	1.8506	4.69183	2.66689	1.88005	3.3739	2.71854	1.49673	2.34925	1.80486	1.60468	2.74647	1.23252
14	74416637	74430374	+	COQ6	0.337822	0.442445	0.6089	1.21573	0.614643	0.409791	0.642113	0.50832	0.593063	0.413311	0.461386	0.239456	0.670173	0.793422
16	19078936	19091418	+	COQ7	2.97086	1.73283	2.03313	7.74107	2.56246	2.72243	5.89709	2.36013	3.68812	3.36444	3.93607	2.93679	8.20917	4.2921
1	227127995	227175246	+	COQ8A	4.11717	2.16665	3.41939	6.37453	2.55123	9.06504	10.8655	2.10634	4.87628	3.42582	3.9534	3.41122	11.1018	7.73641
19	41197435	41222792	-	COQ8B	3.78972	2.21724	1.77002	1.58783	1.95388	1.69516	2.91157	2.63453	2.22834	2.42547	2.18404	2.3351	3.84151	2.73618
16	57481391	57495183	+	COQ9	1.70075	1.43997	1.68346	2.55881	1.47033	2.21025	3.09833	1.60837	1.60585	1.79306	2.02811	2.04181	2.89259	1.98461
4	47596015	47840124	-	CORIN	1.55112	0.089247	0.109445	2.2277	0.417072	0.10599	1.61216	0.135037	0.289075	0.169943	0.15912	0.0229422	1.06437	0.380351
16	30194731	30200398	+	CORO1A	156.311	108.958	123.254	135.11	129.331	100.596	152.492	105.436	112.647	141.137	137.443	115.696	186.607	97.5502
11	67202981	67211293	-	CORO1B	6.32245	5.34962	3.66537	7.47953	4.7696	5.77225	7.17176	5.53648	5.13006	6.08264	4.02694	3.65865	7.28619	4.12823
12	109038885	109125327	-	CORO1C	101.708	85.6718	99.3503	179.468	93.0207	47.5387	143.528	57.2103	80.8623	69.3858	75.3911	91.3907	154.037	108.566
9	100883257	100954920	-	CORO2A	6.93885	8.48058	7.29725	4.77676	5.03611	3.72757	9.1688	11.1995	2.72629	8.914	9.34187	15.2273	5.07697	4.98036
15	68810712	69020145	+	CORO2B	0.604152	0.0228595	1.15718	0.00055732	0.000249746	19.9614	0.169582	0.494455	0.018739	0.118736	0.0195784	0.000249746	0.151973	0.00055732
17	27941774	27948442	-	CORO6	0.139585	0.0584113	0.0836892	0.0596138	0.00015628	0.0381263	0.000439746	0.670201	0.459254	0.185514	0.0521033	0.314232	0.0803399	2.27404e-05
16	4404543	4466598	-	CORO7	23.7463	6.7268	9.407	3.70567	6.95606	9.4821	9.05328	6.56294	10.8327	10.5057	9.79121	7.80324	8.71075	13.1049
16	4390252	4466598	-	CORO7-PAM16	2.10053	1.67374	0.606971	2.86166	1.61144	1.00194	4.33268	1.13426	1.0607	1.17268	0.631579	0.88311	6.25652	1.20157
16	84599204	84651685	-	COTL1	231.1	154.027	150.099	185.202	212.26	194.581	267.899	184.219	203.429	190.586	219.744	188.415	264.321	314.981
17	13972821	14111995	+	COX10	2.67518	1.91867	2.25429	4.07195	1.44092	2.62817	3.63478	2.26425	2.21778	2.52384	2.08176	1.71768	2.55013	2.52709
17	13932609	13972776	-	COX10-AS1	0.813252	0.830174	1.09811	2.04254	1.33237	1.21755	1.02616	0.446628	1.17284	1.01898	0.801403	0.542209	1.3819	0.568565
17	53029265	53046147	-	COX11	1.86944	2.75389	4.05317	5.52169	2.15989	2.16918	2.58921	2.22792	3.20189	2.38009	2.39067	2.39577	4.254	2.07758
12	50506019	50514237	+	COX14	0.702768	0.634457	0.762091	1.18661	0.820561	0.683544	1.46743	0.688752	0.577285	0.740091	0.840649	0.651743	1.43103	0.809722
10	101454050	101491885	-	COX15	12.4602	12.7864	12.4	21.5256	11.3285	16.2834	19.9718	15.4168	15.4458	16.0149	14.8376	14.2944	21.8905	17.482
14	70791798	70826401	-	COX16	1.78716	1.28282	2.38839	3.28816	1.83114	1.70336	2.91317	1.27969	2.12184	1.9522	2.07343	1.05603	4.51523	2.10179
3	119388372	119396244	-	COX17	0.86429	1.41755	0.947407	1.31763	1.42608	0.587919	0.941419	1.03069	0.758499	0.730286	0.749911	1.1457	1.23356	0.521696
4	73918079	73935477	-	COX18	2.84523	2.78875	2.89229	3.55206	2.38213	2.45379	2.87901	3.65897	2.92281	2.48365	2.86193	2.87419	3.35651	2.46768
7	1004488	1015186	-	COX19	8.08759	4.31258	3.80291	5.20484	7.19474	7.01508	6.22996	5.1295	5.62915	6.88817	6.56698	4.41518	5.06206	4.8723
1	244998608	245008366	+	COX20	3.2145	3.47671	4.11754	6.81558	2.11714	3.28153	4.68312	3.62539	4.36038	2.77184	2.7438	3.20843	4.8911	5.35857
16	85833301	85840675	+	COX4I1	15.2512	11.4124	14.623	45.6292	15.9789	14.19	29.0506	10.4966	16.8388	11.7989	13.8314	10.8176	39.9474	13.4168
15	75212133	75230415	-	COX5A	2.00398	1.70677	2.45184	4.4678	2.26804	2.09955	3.99434	1.74129	1.27467	2.02003	2.62655	2.17537	3.68972	0.843339
2	98262525	98264847	+	COX5B	3.03039	5.31373	4.74692	9.1197	4.67634	5.36565	7.19427	5.29411	3.59239	4.30814	4.13946	4.48183	8.50669	2.69192
12	120875916	120878534	+	COX6A1	4.06838	5.28159	4.97951	12.4595	6.72729	5.29566	10.1168	4.82589	5.296	5.47265	5.56933	5.30416	10.9122	7.17327
19	36139225	36149685	+	COX6B1	9.42672	7.81052	9.64019	27.3284	13.0874	11.2071	14.8955	7.67077	14.1551	7.46086	11.372	10.2974	19.877	11.2488
19	55861073	55866088	-	COX6B2	0.236246	0.000146799	0.07289	0.0215439	6.81205e-05	0.217415	0.232924	0.045001	0.0387596	0.0485452	0.0956565	6.81205e-05	0.0736001	0.0950884
8	100890093	100905936	-	COX6C	3.39479	3.38778	4.18306	6.78831	2.86904	2.02929	6.83566	2.9803	2.04448	2.78467	3.00469	3.3191	4.64508	3.3612
6	75947391	75960015	-	COX7A2	3.65972	7.42559	6.9304	19.7637	9.70299	6.00217	13.0151	6.87251	6.06834	6.103	6.79115	6.40269	16.9726	7.52355
2	42562699	42596098	-	COX7A2L	5.73474	15.4474	12.077	29.814	11.9294	11.2657	18.42	12.1938	10.8228	11.2334	9.5575	13.4208	25.0026	11.6519
X	77154965	77162874	+	COX7B	3.69846	6.41955	5.6771	17.5599	7.59692	4.46592	11.8758	6.49067	4.80215	5.61133	6.11563	6.14815	12.4683	6.79188
5	85913758	85916780	+	COX7C	8.64701	7.59516	9.54148	36.9408	10.9471	9.63718	21.9298	8.25388	10.459	6.95478	9.13877	6.69433	27.6803	9.35007
11	63742092	63744016	+	COX8A	4.38755	4.03228	3.8616	3.9213	3.11055	1.91537	4.94795	3.99453	2.35817	3.65664	3.14377	3.26101	4.3919	3.21326
3	148583083	148614991	+	CPA3	0.451143	2.97674	0.361692	3.57029	0.58613	0.000312201	0.0538443	0.117234	0.0613012	0.457447	0.0321569	0.249351	3.98688	0.000312201
19	17003762	17137621	-	CPAMD8	0.488218	0.266288	0.315961	0.935767	0.288132	0.256305	0.130612	0.419553	2.53875	0.219502	0.27444	0.172206	0.962224	0.561946
17	28705945	28797008	+	CPD	164.953	160.891	107.95	434.64	248.703	136.973	378.399	209.121	224.292	225.884	208.386	162.298	684.718	312.087
4	166300160	166419700	+	CPE	0.0631357	0.000690747	0.0644988	0.283062	0.00985069	0.409868	1.65307	0.0382114	0.0250287	0.0412243	1.46128	0.0323418	0.132962	0.357518
15	83211951	83317547	-	CPEB1	0.000155512	0.000648819	0.0192378	1.33385	0.125677	0.0978708	0.148608	0.020348	0.0447923	0.00732755	0.422781	0.00345705	0.380409	0.468099
4	15004105	15071776	+	CPEB2	14.2427	28.5376	20.3746	36.1231	27.2177	22.2824	28.2831	36.9153	24.3438	32.4849	29.1328	29.969	40.726	26.6425
4	14911585	15003670	-	CPEB2-DT	0.308147	0.00904688	0.090705	0.638815	0.129656	0.612714	0.181016	0.146835	0.0499933	0.482504	0.179248	0.000127095	0.265065	0.000243684
10	93806449	94050836	-	CPEB3	10.1616	15.2216	7.78243	9.57375	9.55002	8.34765	13.4555	19.4522	8.92192	11.6486	8.72155	12.058	12.2944	15.8153
5	173315352	173388984	+	CPEB4	93.3049	115.685	102.946	245.354	139.048	123.948	135.387	115.814	180.614	144.465	156.033	182.78	248.407	132.654
7	120628765	120937497	+	CPED1	3.65287	0.929676	3.09723	11.0854	4.1703	2.49332	3.06624	1.93232	5.65643	3.4618	6.85929	1.18852	3.52818	3.51687
5	37106330	37249531	-	CPLANE1	8.35369	7.94886	7.34968	10.5481	7.33273	8.65726	7.3118	6.20127	7.59034	5.21126	5.76488	8.16169	5.40696	5.56325
12	69244955	69357021	-	CPM	2.4797	3.4141	2.68523	7.6701	1.79893	2.80537	5.67476	3.14016	5.65095	0.748908	1.1981	2.97882	7.18452	15.191
20	34213953	34252823	-	CPNE1	27.5253	19.0659	18.2398	35.3941	18.6855	23.5356	33.1024	12.0684	27.5268	25.1958	17.6397	20.0157	36.5449	29.9103
16	57126495	57182282	+	CPNE2	5.41356	3.41166	3.4803	5.56919	2.66963	3.10862	6.41771	2.83857	4.36447	3.92348	3.17324	3.72679	6.05888	7.31212
8	87526664	87573727	+	CPNE3	19.6496	49.2915	30.6409	145.779	37.0794	26.0243	66.1766	38.4264	40.7929	45.4702	30.6553	44.7099	97.3514	52.1738
3	131252404	131758451	-	CPNE4	0.154188	0.116419	0.21848	0.639166	0.183302	0.0256604	0.22398	0.161782	0.057128	0.034947	0.132877	0.131454	0.0332491	0.220262
6	36708553	36807221	-	CPNE5	8.25005	4.53675	5.25858	2.24762	4.49576	1.81144	3.88659	1.73236	2.95292	4.96237	4.43526	8.93638	4.03005	3.29635
12	39046005	39299394	-	CPNE8	9.09097	5.3781	6.38626	22.0177	5.2385	4.72098	16.474	9.04863	8.12681	3.2104	5.41391	4.70712	15.4411	14.2136
3	98298290	98312456	-	CPOX	2.98407	3.64858	2.93725	12.4244	5.02304	2.74771	4.78485	2.71854	4.15778	2.92289	2.66076	2.50478	4.46241	3.88328
16	12753656	12897745	-	CPPED1	85.8475	60.1394	85.7701	121.221	92.4072	80.3372	136.571	83.6308	113.756	85.8362	119.388	76.7753	241.7	148.878
8	97657470	98155730	+	CPQ	34.2032	14.0064	18.2634	43.6183	25.7426	25.2866	40.7681	25.0206	37.9218	28.3753	41.7816	24.82	62.5684	39.8147
8	145618446	145634720	-	CPSF1	7.46071	4.40217	3.94171	4.98776	3.04006	4.46085	6.23661	4.10934	3.67669	4.05389	3.21957	3.78837	4.16816	3.63885
14	92588313	92638490	+	CPSF2	28.7493	32.7199	32.6699	60.7774	37.9237	37.1916	49.6059	42.915	41.5941	41.0344	40.2752	28.8939	62.1978	47.8435
2	9563666	9613240	+	CPSF3	7.04964	8.70344	7.44728	13.945	7.47525	7.44326	10.7336	8.65386	8.21327	9.58765	7.73823	8.05907	9.85099	10.1234
7	99036563	99055001	+	CPSF4	1.00439	1.17298	1.17093	2.28757	0.865725	0.864696	1.56801	1.05057	1.14339	1.25671	0.873364	0.793684	1.70676	1.26923
12	69633349	69668139	+	CPSF6	21.711	23.2931	22.732	64.2027	30.9141	33.9355	37.5875	28.0466	38.3623	22.2749	28.2171	25.2265	48.3427	34.5266
11	61170120	61197448	-	CPSF7	40.4905	15.7313	14.1349	22.1871	15.9289	15.9411	26.2251	18.2451	24.6958	18.7515	17.214	15.6658	35.4537	21.0242
11	68522088	68609400	-	CPT1A	44.2705	20.075	24.1164	37.2503	24.9589	22.6109	34.7852	23.1098	27.5877	18.1173	25.6795	23.943	30.4524	25.1243
22	51007290	51017042	-	CPT1B	25.8072	2.59724	1.19105	1.8214	1.25097	1.88872	7.20168	3.12023	1.14038	2.14437	1.22674	1.81761	1.27373	1.7093
1	53662496	53679870	+	CPT2	2.87299	3.16148	3.39238	4.10191	3.87645	3.86399	3.94792	3.88369	4.30267	3.27335	3.62879	2.66658	6.15216	4.24505
1	1260182	1264277	+	CPTP	2.29743	1.50866	1.81146	1.07293	1.38492	1.24407	1.09411	1.29592	1.91843	1.87581	1.68917	1.69999	1.47187	1.41412
7	29034254	29235068	-	CPVL	23.3954	7.30184	10.4742	81.2688	8.12716	15.8088	44.2147	26.1772	27.4161	10.0301	14.656	5.30069	60.1201	28.3111
20	2774720	2781274	-	CPXM1	0.000173999	0.0326362	0.44939	0.0416251	0.0012576	0.0366178	5.74716e-05	0.416021	0.0400333	0.0012576	0.00518142	0.0012576	0.000173999	0.000173999
1	207669502	207815111	+	CR1	345.034	129.925	210.934	700.038	341.647	356.262	619.932	208.859	474.934	455.718	594.738	241.976	873.493	625.793
1	207818478	207897049	+	CR1L	3.47796	2.58468	6.2392	36.0748	13.0441	5.99347	8.1229	3.36145	10.6484	4.6431	14.2193	6.44664	15.603	5.9303
1	207627673	207663238	+	CR2	1.97569	0.541656	0.79212	0.440332	0.991142	9.1694	2.29015	0.67587	0.685189	0.725057	1.03048	0.604983	1.00417	0.385069
1	156669400	156675609	-	CRABP2	0.258876	0.00646757	0.000354017	4.48102e-05	0.000354017	0.0563574	0.0470881	0.233867	0.000223163	0.168309	0.041379	0.23751	0.0122191	4.48102e-05
4	57036361	57196891	+	CRACD	3.29611	6.93781	4.58098	0.341294	2.84264	0.700026	0.703934	1.58059	0.59748	1.91277	1.26171	5.75831	0.162241	0.897909
12	3724494	3862276	-	CRACR2A	14.299	4.77212	4.22313	2.95931	4.67464	3.53754	5.18449	5.8892	4.1175	6.88675	5.60336	4.61793	3.40453	4.13134
11	827919	831992	+	CRACR2B	1.9461	0.39943	0.0885754	0.356846	0.450027	0.658725	0.11227	0.245792	0.139432	0.0786281	0.0590681	0.110991	0.447624	0.00014973
12	94071147	94288617	+	CRADD	1.95597	2.11312	2.24214	4.42962	2.32227	2.43074	3.07895	3.21522	2.49532	2.37706	3.09917	2.75802	3.50141	2.21877
16	1662361	1727910	+	CRAMP1	7.63429	3.74287	3.95085	3.95399	3.90188	3.58223	3.34022	3.56908	4.8712	3.81123	3.84661	3.75077	2.90706	3.39715
9	131857073	131873073	-	CRAT	6.1909	5.94453	4.64082	3.44736	4.24	2.02721	3.55363	3.76731	3.31273	4.32513	3.4772	6.05867	2.68062	4.09988
1	197170634	197447586	+	CRB1	0.00014273	0.0248903	0.261741	0.816195	1.12168	0.0898267	7.00621e-05	0.1818	0.121904	0.000366749	0.0222024	0.000366749	0.00014273	0.00014273
3	3191317	3221402	-	CRBN	24.3463	25.0991	30.0615	43.3393	45.1242	18.5752	30.2436	18.0527	20.7902	22.1286	28.1926	24.5791	30.8206	16.4113
7	65579805	65619554	+	CRCP	9.54617	5.78961	8.23958	10.1294	7.32192	6.62408	11.9764	7.02435	8.33357	6.42103	9.872	9.07605	13.0318	11.922
2	208394686	208470713	+	CREB1	45.4156	49.0039	57.2149	126.388	68.1798	74.9628	95.3707	77.8647	82.8483	68.538	85.4903	54.5673	128.192	100.607
9	35732663	35736997	+	CREB3	3.2632	2.45296	3.11929	3.5272	2.0479	2.29588	4.28749	2.78127	1.63703	2.72303	2.94235	2.89268	3.2892	1.50153
11	46299213	46342945	+	CREB3L1	0.017824	0.0297989	0.0411463	0.00785963	0.913663	0.330335	0.000304374	7.68361e-05	0.370805	0.127662	0.0424681	0.154494	3.28544e-05	0.0890072
7	137559725	137686833	-	CREB3L2	24.7113	21.7733	20.6814	16.1992	20.6474	18.663	20.4828	31.6227	18.9301	23.8628	27.6502	27.5989	14.7929	26.7874
1	153940378	153946835	+	CREB3L4	0.17571	0.196193	0.406097	0.857647	0.248916	0.407641	0.453394	0.349022	0.32183	0.366893	0.279919	0.0546021	0.50231	0.263572
7	28338940	28865512	+	CREB5	135.971	121.565	129.807	342.398	251.794	216.089	219.394	190.695	270.066	314.075	330.661	165.486	307.867	275.91
16	3775056	3930715	-	CREBBP	145.408	85.9139	79.3427	61.523	113.645	103.326	89.1554	84.9095	117.473	117.363	117.461	113.854	104.629	116.073
12	12764810	12798043	+	CREBL2	10.0909	9.64629	10.1983	56.0642	10.0857	11.232	19.035	10.0134	24.3913	9.20221	11.2794	13.0291	23.9731	30.4912
5	172483355	172566286	+	CREBRF	70.1799	101.2	75.3129	111.409	148.637	120.822	104.844	124.696	114.586	123.355	116.863	88.3372	175.761	95.2779
11	85368608	85376174	-	CREBZF	20.9227	16.3507	14.0879	35.0632	17.8948	18.1074	26.3742	21.7624	22.8828	15.1557	16.7708	14.9751	29.1829	23.0819
1	167510251	167523000	-	CREG1	34.1656	43.8184	26.1628	220.042	52.9876	42.0888	51.5993	41.2228	92.6997	25.483	30.9061	46.3451	67.2808	74.3279
3	9975518	9987091	+	CRELD1	1.65732	2.07345	1.59038	2.62469	1.95266	1.36753	1.77052	1.57232	1.39791	1.20309	1.15475	1.51002	1.55214	1.04375
22	50312282	50321186	+	CRELD2	1.41413	1.15964	2.37821	0.989991	1.03532	0.58505	1.10995	1.32673	0.817015	1.37355	1.73483	1.27938	1.29559	0.737995
10	35415769	35501887	+	CREM	2.20757	3.9317	2.94729	5.77907	2.33543	4.61906	3.77107	3.77878	2.42876	4.53547	3.24828	4.94105	3.75839	1.14629
5	76248870	76265297	+	CRHBP	0.0824317	0.0301067	0.378457	0.0131985	0.103307	0.00291181	0.00072274	0.0503025	0.252082	0.0722274	0.0375844	0.000303206	0.00377294	0.0374844
2	36582921	36778279	+	CRIM1	1.01724	0.924076	1.85339	1.47238	0.684026	3.12186	1.15545	0.8439	1.04288	1.15422	0.795102	0.37472	3.11121	0.109566
14	105953223	105955285	+	CRIP1	2.34968	0.753276	2.20052	2.84396	0.909107	0.890021	2.30428	0.950472	1.31508	1.04985	1.67541	0.896353	1.81413	1.48157
2	46844354	46857316	+	CRIPT	7.54756	11.3827	13.4161	18.2909	11.7616	14.9723	11.8235	12.9831	19.2	13.9353	16.3562	16.5665	19.3964	19.3672
